start	end	text
1822300	1826540	Nicméně ta skupina obyvatel, která zase volá potom najít nějaké místo ve zdíně,
1826640	1830320	kde by to bylo možné, tak si myslím, že tomu bych se určitě neuzavíral,
1830440	1833160	abychom našli to nejlepší místo, ale souhlasím s vámi,
1833240	1836800	že teďka v té současné situaci to je nevyhovující a je to nelegální.
1837240	1841520	Takže to je k prvnímu vašemu obodu a potom se jenom úplně krátce vyjádřím
1841520	1845540	k tomu mrakodrapu nebo budovy prospektu
1845540	1849020	soukromého investora, tak co já mám informace,
1849120	1853620	tak původně navržená výška byla 58 metrů, byla by to druhá nejvyšší
1853620	1857460	budova ve městě, jak zmínil pan primátor, tak se vedou
1857460	1860960	jednání o té výšce, takže nevíme, jestli to bude finální výška
1860960	1865200	a myslím si, že ta budova dává smysl pro
1865200	1868920	centru města, pomůže to z línu, o tom jsem hluboce přesvědčený
1868920	1875120	a ta náplň je pět patér kanceláří, pět patér bytů a pět patér hotelového provozu,
1875240	1878420	což pro zlín, jakoby určitě všechny tyto funkce jsou smysluplné.
1879300	1883040	A ještě jsem chtěl říct, že vlastně ta budova měla souhlas,
1883140	1887020	anebo vyjádření kanceláře a architekta města bylo souhlasné s tímto záměrem,
1887140	1891000	takže si myslíme, že co se týče architektury a výškové zástavby ve městě,
1891000	1898040	tak z pohledu, kamu to smysl dávalo a nebyl s tím problém, že to je asi všechno.
1898540	1903080	Děkuji. Já se jenom pro jistotu zeptám, jestli nepřišel pan Matěj Santo,
1903220	1905020	který byl taky přihlášen dneska do diskuze.
1907400	1912760	Ne. Takže tím bychom ukončili bod vystoupení občanů a předávám slovo panu primátorovi.
1912900	1913240	Děkuji.
1914120	1915320	Dobrá, moc děkuji všem.
1916660	1922220	A že když se došle zastupitelstvo a způsobem se podlelo sám aspoň trochu odpovědět
1922220	1924800	a budeme pokračovat dnešní mědání zastupitelstva,
1924800	1928440	kdy dalším bodem je schválení programu.
1929320	1933940	Ve čtvrtek 12. března 2026 byl uvolněn návrh programu,
1934000	1935620	který jste obdrželi v elektronické podobě.
1936160	1939040	To bych se zeptat, jestli někdo tomuto navrženému programu
1939040	1940960	má připomínky nebo nějaké doplňky.
1943460	1946000	Nikdo se do diskuze nehlásí, takže prosím pojďme hlasovat.
1946960	1949380	Program tak, jak vám byl zaslán.
1954800	1965800	Pro 31. Program dnešního zasedání zastupitelstva byl schválen.
1968800	1978800	Čtvrtým bodem dnešního zasedání zastupitelstva dle programu jsou rozpočtová opatření s navýšení přesuny dle schváleného rozpočtu 226.
1979420	1982900	Poprosím náměstka Mirka Chalánka k uvedení tohoto bodu.
1984800	1989980	Děkuji za slovo, pane primátore. Dneské dopolené, dámy a pánové.
1991420	1996480	Já na úvod bych chtěl se omluvit za malou komplikaci,
1996480	2002340	ale chci vás poprosit o opravu v tabulce číslo 22 v řádku 1.
2003660	2010100	Na straně výdajů máme napsáno 790 tisíc pro živý zlín,
2010220	2013520	jako účelový provozní přísvěvek na akci Zlín žije.
2013520	2020220	a je tam chybka, má tam být pětset tisíc, takže vás jenom poprosím,
2020600	2022020	popravte si to v materiále.
2025780	2029140	To za mě vše v tuto chvíli, jestli jsou nějaké dotazy, odpovím.
2032800	2037800	Dobrá, děkuju za tu korekturu, chci se zeptat, má někdo k tomuto materiálu nějaké dotazy?
2037800	2043580	Není tomu tak. Poprosím ještě paní Kateřilou Francovou.
2044660	2048960	Dobré dopoledne všem. Já jsem se jenom chtěla zeptat, je to spíš jenom tak jako,
2049080	2057080	že o orientačně na straně 10, tabulka číslo 11, já tak rychlé ruluji,
2057100	2060700	jak jsem se dívala na to, co tady opravoval panáměstek Hladík,
2061680	2066480	dotace pro český korvalový svaz. Nemám s tím žádný problém ani s výši,
2066480	2069720	ani s tou dotací, jenom se ptám, proč to neprošlo přes fond.
2071120	2074260	Proč to jde touto cestou? My máme přece na fondu mimořádné výdaje.
2074700	2074980	Děkuju.
2076820	2082000	Tento dotaz, nebo respektive tato akce byla projednávána i ve fondu,
2082080	2087700	ale bylo řečeno, že, když to řeknu, fond má svůj omezený rozpočet
2087700	2096220	a v rámci kulturního komise nádeže a tělovýchovy
2096220	2103760	komise mládeže a tělovýchovy, jsme si řekli, že budeme asi jedině rádi,
2103840	2108200	že nějaká takováto akce ve z dně bude, ale že v tom našem rozpočtu
2108200	2113360	nebo v tom rozpočtu té komise tak velkou částku si nemyslíme,
2113360	2116780	že bychom na to byli schopni uvolnit, protože bychom vícem jasem
2116780	2122180	s těmi omezenými financemi se musí ospátit do konce kalendářního roku.
2123000	2128780	takže bylo předáno na radu k rozhodnutí, jestli tu akci podpořit,
2128780	2135440	že asi mít ve zlíně myslství Evropy je asi správně.
2136300	2139560	Na druhou stranu se nevnímáme, že ten sport není asi úplně
2139560	2143020	mezi nejpopulárnějšími v rámci České republiky,
2143100	2146280	takže se řeklo, a to byl i ten důvod, proč ta komise řekla,
2146440	2150840	že si nemyslí, že by to mělo být dáváno z poštu komise
2150840	2155280	a proto se to předalo na radu a rada města z ní nakonec rozhodla,
2155280	2161900	že dotaci v této výši této akci poskytne a budeme rádi,
2161980	2166040	pokud opravdu bude město z ní hostit ty finálové zápasy
2166040	2168220	tady v městnosti Evropy v Portbalu.
2168720	2172740	Takže proto to není jako, že to je s financí komise
2172740	2177380	a na komisi to proběhlo relativně rychle, protože se opravdu řeklo,
2177380	2185000	že bohužel tento sport není natolik významný, nebo se nezdá natolik významný,
2185080	2190060	aby se na to vyčerpala převážná část rozpočtu pro mimořádná akce.
2192440	2196340	Za vysvětlení je to sice trošku nesystemové, ale chápu to. Děkuji.
2199660	2203900	Dobře. Jeho další, kdo se hlásí do diskuze k tomu materiálu číslo 4?
2203900	2208900	Nikdo se nehlásí, prosím pojďme hlasovat materiál číslo čtyři.
2228900	2233300	Pro 23, materiál číslo čtyři byl přijat.
2233900	2243120	Materiál číslo 5, týkající se dodatku číslo 1 ke smlouvě o úvěru s naší ZOO, jsou k tomu dotazy.
2245300	2249020	Níkdo se do diskuze nehlásí, takže prosím, pojďme hlasovat materiál číslo 5.
2249020	2264160	Pro 27, materiál číslo 5 byl přijat.
2264560	2277620	Materiál číslo 6, týkající se bytového drusva podlesí, kde se posouváme zase okruček dál v rámci narovnání těch vztahů, které se tu historicky začaly řešit.
2277620	2279960	Jsou k tomu nějaké dotazy?
2281560	2286620	Nikdo se do diskuze nehlásí, takže prosím pojďme hlasovat materiál číslo 6.
2298540	2302880	Pro 21, materiál číslo 6 byl přijat.
2302880	2306580	Materiál číslo sedm je memorandum
2306580	2308520	o vzájemné spolupráci mezi
2308520	2310680	statutárním městem Zlíném a ukrajinským městem
2310680	2311360	Kryvý Rych.
2312900	2314620	Jsou k tomu nějaké dotazy,
2314800	2316780	prakticky já možná řeknu, jak to vzniklo.
2317620	2318640	Zcela otevřeně
2318640	2320860	z pozice města Zlína jsme nežádali
2320860	2321960	Kryvý Rych o
2321960	2324660	řekněme o nějakou
2324660	2326760	spolupráci, memorandum, protože
2326760	2328540	město Kryvý Rych,
2328540	2330420	když se podíváte na jeho
2330420	2332620	velikost a vlastně jeho významnost v rámci
2332620	2338780	v rámci celé Ukrajiny, tak tu troufalost jsme neměli,
2338900	2342960	když to řeknu z pozice města Zína, na druhou stranu jsme byli osloveni
2342960	2346040	z jejich strany, jestli bychom tu spolupráci neměli zájem,
2346160	2349620	je to jedno z největších průmyslových měst v rámci Ukrajiny,
2350760	2353800	takže tady ta jich nabídka nás trochu překvapila,
2353960	2358960	ale zároveň bych to řekl, že příjemně proběhla několikero jednání,
2358960	2362380	online jednání se zástupci tohoto města.
2362620	2383980	A proto vlastně máte, na základě toho bylo vědnáno memorandum, jehož obsahem je to, co máte v důvodové zprávě, kdy ta spolupráce v rámci memoranda, kterou máme uzavírat, je, dá se říct, totožná, kterou máme s jinými partnerskými městy.
2383980	2390180	to znamená, že vždycky to směřujeme na vzdělání, to znamená na výměné pobyty
2390180	2395980	nebo jakéhle výměny zkušeností dětí, mládeže i samozřejmě vysokoškoláků.
2396640	2403140	K tomu tam máme, se řeší různé výměné věci v rámci sportu, sportu, kultury.
2403840	2409980	S tím, že bych řekl, že to, co je navíc tady v současné době proti těm standardním vztahům
2409980	2416880	je opravdu spolupráce na civilní ochraně například, protože samozřejmě v současné době
2416880	2422520	jsou s těmito zkušenostmi mnohem dál než kdokoliv jiný v rámci Evropy.
2423800	2429920	A myslím asi, že je dobré tady ty informace získat a například některé z nich zkoušet
2429920	2433600	nebo do nějaké míry aplikovat u nás v rámci města Zdína.
2433600	2438820	Takže to je vlastně jeden z těch věcí, které tam řekněme navíc proti tomu,
2438860	2443780	to, co bývá ve standardních spoluprácích, ať už jsou to partnerská města
2443780	2445600	nebo spolupráce na základě memoranda.
2447700	2449140	Jsou k tomu nějaké dotazy?
2451560	2455120	Nikdo se do diskuze nehlásí, takže prosím, pojďme hlasovat materiál číslo 7.
2463600	2470400	Pro 30. Materiál číslo 7 byl přijat.
2471020	2478740	Materiál číslo 8 je novela obecně závazné vyhlášky týkající se vymezení kratší nebo žádné doby nočního klidu.
2479060	2479840	Jsou k tomu dotazy.
2482760	2486240	Nikdo se do diskuze nehlásí, takže prosím pojďme hlasovat materiál číslo 8.
2493600	2501000	Pro 32, materiál číslo 8 byl přijat.
2501380	2507020	Materiál číslo 9 je omezení překvědění návrhu na změnu územního plánu k 31.3.
2507240	2512020	Je to z důvodu toho, že v současné době probíhá dokončování změny územního plánu číslo 6.
2514900	2519800	A teďka ještě, ideálně do června, bychom chtěli schválit změnu číslo 7,
2519900	2522600	která z největší první prostě byly rozdána 7a a 7b.
2523600	2527140	Abychom byli schopni tu změnu zpracovat a připravit,
2527240	2530920	tak proto musíme pozastavit v současné chvíli ty návrhy, které neustále chodí,
2531400	2536780	protože pokud bychom tomu tak neudělali, tak vlastně nejsme schopni tu změnu nachystat.
2536900	2540700	Je to standardní postup, který bývá před každou změnou územního plánu.
2540700	2542180	Jsou k tomu nějaké dotazy?
2544320	2547660	Nikdo se diskuze nehlásí, pojďme prosím hlasovat materiáčí slo 9.
2553600	2564400	Pro 31 materiál číslo 9 byl přijat.
2565880	2571360	Následující tři materiály souvisí s optimalizací příjmu města
2571360	2575420	zlíná nastavení jasných pravidel, to znamená, vycházíme i z těch debat,
2575420	2580160	které jsme tady vedli na zastupitelstvu, to znamená od pravidel přes developery,
2580160	2588380	které, abychom mohli uplatňovat, tak potřebujeme upravit i pravidla pro změnu nebo uhradu nákladů
2588380	2595200	s pořízením změny územního plánu a zároveň s připojením na městské komunikace.
2596360	2600600	První materiál týkající se tady tohoto, abych to nazval dá se z balíčku,
2601140	2607600	je právě schvální pravidel pro uhradu nákladů se změnami na pořízení změny územního plánu.
2607600	2608800	k tomu dotazy.
2610700	2611720	Nikdo se nehlásí,
2611940	2613960	poprosím Kateřinu Francovou.
2614920	2616100	Já jsem se jenom chtěla zeptat,
2616180	2617900	ten ceník tam není záměrně přilužen,
2617960	2619440	ten se budete prestanovovat, jo?
2620140	2621600	A bude se měnit? Protože my
2621600	2624080	schvalujeme jenom pravidla, ale cenu neschvalujeme.
2624160	2625940	Vždycky je tam
2625940	2627660	záměrně, jsou vlastně pravidla,
2627660	2629300	jsou záměrně dána takto,
2629380	2631000	protože ty,
2633520	2635700	vždycky se ta změna bude odvíjet
2635700	2636960	od toho daného případu,
2636960	2641840	že je bude rozdíl, jestli někdo bude měnit, je otázka, z čeho na co bude měnit,
2642240	2646220	zároveň taky velikost té parcely, kterou bude chtít změnit,
2646340	2651080	takže vlastně se to bude odvíjet v rámci nějakých diskuzí,
2651160	2655040	to znamená, je to spíš opravdu otevření té možnosti,
2655040	2658180	které byly lépe vyspecifikované, protože v současné době,
2658620	2665300	když můžeme chtít po těch třetích stranách nebo třetích osobách
2665300	2669740	nějaký poplatek, ale abychom to mohli aplikovat vlastně v rámci
2669740	2673160	té změny, v rámci plánovacích smluv, tak v tu danou chvíli potřebujeme
2673160	2677140	k tomu otevřít ty dveře a stavit ta pravidla a toto bude probíhat v rámci
2677140	2681100	těch jednání, v rámci těch jako jednání těch individuálních případů,
2681580	2685960	kdy se to bude týkat zejména opravdu změny na stavební parcely,
2686860	2691180	kdy, když to řeknu, pokud někomu zhodnocujeme pozemek,
2691260	2694320	tak v tu danou chvíli si budeme řešit jako, když to řeknu, okolik
2694320	2699400	a budeme se bavit o nějakém příspěvku i v té dané době.
2700520	2703440	Je to nastavené tak, aby právě ten ceník tam nebyl,
2703440	2705760	protože tím, že to pravidla schvále zastupitelstvo,
2705820	2710620	tak v tu danou chvíli bychom například museli ty pravidla měnit každý rok,
2710740	2712300	kdyby to tam bylo předloženo.
2712760	2717080	Každopádně samozřejmě bude nastaven pak ten ceník interně,
2717420	2719500	nějak něčím s toho schvále, jenom rada,
2719500	2725900	a abychom měli transparentní ceny pro všechny a aby to nebylo,
2726000	2729000	že se sejdem u stolu a bude to nějaký handl, ale bude to opravdu
2729000	2732940	transparentně nastavené, ale nechtěli jsme to dávat sem,
2733120	2737780	proto aby to nemuselo, když to dám si ty aktualizace těch ceníkových cen,
2737780	2740960	říkem úzovkách toho ceníku, schovat po každé zastupitelstvo,
2741060	2743640	protože může tam být víc do vlivu a může se stát,
2743740	2748080	že bude třeba nutné reagovat operativně, takže proto je to takto nastavené,
2748080	2753860	že jsou pravidla tak, jak je máte předloženy a vedle toho bude v těch případech
2753860	2758700	vlastně řešeno, řešený, řešen doplněno vlastně tím transparentním
2758700	2760640	stejným cedníkem pro všechny.
2762280	2762800	Poprosím.
2762920	2766980	Možná to čtu špatně, ale jenom jsem se nedočetla, že bude nějaký oficiální cedník
2766980	2771100	schválený radou města Zlína tady. Tak to jenom jakože...
2771100	2776480	Je to o tom, že v těch pravidlech my tu možnost otvíráme a my se k tomu
2776480	2778200	bude dopátrávat, řekněme, že
2778200	2779980	v současné době je to něco nového,
2780260	2782180	my v současné chvíze jména řešíme
2782180	2784300	opravdu ta pravidla pro developery, což je ten
2784300	2786240	následující bod
2786240	2788240	pro ty investory, ale my
2788240	2790280	vlastně v tom následujícím bodě se bavíme také,
2790840	2792160	prostě je tam více do možností,
2792260	2793160	jak nějaké ty finance
2793160	2796340	získat pro město Zlín, respektive
2796340	2798380	pro ten veřejný prostor v rámci města Zlína,
2799080	2800360	takže my si tu možnost
2800360	2802540	tímto otvíráme a
2802540	2804260	uvidíme, když to my
2804260	2809620	Uvidíme vůbec, co se bude dít v rámci těch změn, protože samozřejmě v současných, jak říkáme,
2809700	2819660	teďka uzavíráme zadání změny číslo 7, kdy tím, že ti žadatelé to předkládali v době,
2819760	2824560	kdy tato pravidla nebyla schválena, tak já za sebe neočekávám, že teďka za nimi dojdeme
2824560	2831620	jako s novou myšlenkou, že to změníme. Takže ten vzhledem k tomu,
2831620	2835740	že další změna územního plánu, pokud schválíme tu změnu číslo 7,
2836300	2841160	tak proběhne s největší pravděpodobností až tak za nějakých 4-5 let,
2841400	2844560	tak v tu danou chvíli teďka zřešit jakýkoliv ceník,
2844620	2846300	jak to je vlastně pro nás bezpředmětné.
2846840	2849700	A je se spíš otázka, je to nějakých diskuzí, abychom i věděli,
2849700	2852120	jak se k tomu dostaví, jaké ty možnosti jsou.
2856560	2859000	Jsou nějaké další dotazy k tomu materiál číslo 10?
2859000	2864280	Kdo další se do diskuze nehlásí, takže prosím, pojďme hlasovat materiál číslo 10.
2875240	2878280	Pro 27, materiál číslo 10 byl přijat.
2879020	2881980	Materiál číslo 11 jsou pravidla pro spolupráci s investory.
2883420	2885360	Je to přesně ten materiál, který jsme se tu bavili,
2885360	2887160	myslím si, že na konci
2887160	2888280	loňského kalendářního roku.
2889320	2891300	Já jsem vám říkal, že to budeme schvalovat
2891300	2892520	hned na začátku roku,
2893180	2894880	posledně jsme se o jedno zastupitelstvo dál.
2895740	2897880	Aplikace těch pravidel má být od prvního čtvrtý.
2898700	2899760	Proběhl jí seminář
2899760	2901680	s podnikateli, aby o tom věděli.
2902220	2903120	Prakticky můžu říct,
2903180	2905400	že tam nebyl nějaká
2905400	2906980	zásadní negace, tam neproběhla.
2907840	2909140	Takže neočekávám,
2909140	2911260	že by se z toho mělo stát nějaké politické téma,
2911380	2913140	tak jak se z toho stalo například v Olomouci,
2913140	2917800	protože v Olomouci ty ceny, které tam nastavili, byly opravdu úplně jinde, než máme my.
2918400	2922620	Takže v tu danou chvíli si myslím, že jsme k tomu přistoupili velice racionálně,
2923080	2926980	což potvrdují i ty reakce od potenciálních investorů.
2927740	2932840	Zároveň bych z tohoto místa chtěl pochválit velice dobrou práci našeho právního oddělení,
2933000	2937620	protože je to vlastně jejich práce, tady ta pravidla,
2937620	2943200	kdy jiné města si na to brávali externí agenturu.
2944020	2948440	Díky tomu jsme ušetřili, tady náš právní odbor ušetřil několik milionů korun,
2948680	2952160	tím, že jsme to zvládli tady vlastně sami, takže za to bych chtěl moc krát poděkovat.
2953260	2954600	A poprosím pana Vančuru.
2956540	2963480	Děkuji, děkuji, pane primátore. Já jsem doufal, že v tomto případě pochválíte i opozici.
2963480	2966780	Já se omlouvám,
2967000	2968320	chtěl bych poděkovat všem, kteří se tam
2968320	2970800	podíleli, samozřejmě
2970800	2972920	i opozici, kteří se nám říkali,
2973020	2974680	abychom něco takového udělali,
2974760	2977420	ať už na finančním výboru, nebo na zastupitelstvu.
2977920	2979200	Já jsem vám říkal, že na to myslíme,
2979260	2980720	že se už něco připravujeme, tak
2980720	2982920	myslím si, že je dobře,
2983000	2984620	že to prošlo a že to tady máme
2984620	2986760	a že to je čtyřek nůle napříč
2986760	2989220	politickým spektrem právě přijímáno,
2989280	2991120	že to je věc, která tady má být
2991120	2996120	a samozřejmě může městu přinést, ať už případně finanční prostředky,
2996220	3001180	anebo zejména to, aby se stavilo v jednotlivých lokalitách tak,
3001260	3003380	jak bychom si z pozice města zdí na a přáli.
3004360	3005360	Poprosím pana Vráše.
3007660	3010560	Dobrý den, dámy a pánové. Děkuju za slovo, pane primátore.
3011080	3012900	Já si taky myslím, že to je velký počin.
3013420	3017600	Snad nám budoucnost ukáže, jak velký to vlastně počin byl.
3018520	3020000	Já se jenom chci zepsat na jednu věc.
3020000	3025620	Děkuju za ty pravidla, také souhlasím s tím, že jsou v zásadě perfektně zarozumitelné.
3026080	3030260	Jedinou věc, kterou já tam mám, je, a to bych si chtěl upřesnit,
3030300	3033400	jestli jsem to pochopil správně nebo jestli jsem tomu neporozuměl,
3034120	3038480	tak my tam máme stanoveno, že to finanční plnění, které případně má nastat,
3038700	3042500	se odvíjí od dvou základních indikátorů, respektive parametrů.
3042500	3047140	Je to hrubá podlažní plocha realizované stavby nebo využitelná plocha?
3047140	3052140	A mě by zajímalo, jak budeme rozhodovat, od čeho se to bude odvíjet.
3052780	3056700	Protože samozřejmě ty indikátory nejsou stejné.
3057180	3061700	Hrubá podlažní plocha jenom pro představu, kolik pater, tolik ploch.
3062500	3066580	A využitelná plocha je spíše jako prostorový rozsah zástavby plošně,
3066860	3067920	ne jako ve 2D.
3070500	3073140	Bude se to odvíjet zajímavé od typu té stavby.
3073820	3076080	Protože samozřejmě, když bude dostavět byty,
3076260	3078320	tak je to něco jiného, jako když bude stavět,
3078420	3079560	vymyslím si, sklady.
3079960	3083360	To je vlastně ten důvod, proč tam máme obě dvě ty varianty
3083360	3087360	a v rámci těch jednání, které pak musí proběhnout
3087360	3091060	s těmi investory, tak v rámci toho, kdy nám představí ten projekt,
3091200	3094800	tak na základě toho se bude, když řeknu, to vedení města
3094800	3100700	domluvat s nimi, ke kterému parametr se využije.
3103140	3110540	Nikdo další se do diskuze nehlásí, takže prosím, pojďme hlasovat materiál číslo jedenáct.
3121940	3130800	Pro 31 materiál číslo jedenáct byl přijat. Materiál číslo dvanáct jsou pravidla pro řešení vlastnických a užívacích vztahů
3130800	3132060	pozemním komunikacím.
3133220	3134560	Je to stále otevřeně materiál,
3134700	3136120	který, jak jsem říkal,
3136800	3138180	upravujeme ta pravidla,
3138360	3139600	abychom více dosáhli toho,
3139720	3142620	abychom měli ty komunikace tak, jak bychom si přáli
3142620	3144480	a zároveň, abychom dosáhli
3144480	3145900	na více,
3145920	3148640	řekněme, těch investorů,
3148800	3151300	kteří by s námi uzavřeli pak tu plánovací smlouvu,
3151300	3152840	týkající se právě těch pravidel,
3152900	3154900	co jsme schválili v hodě číslo 11.
3155920	3156900	Jsou k tomu nějaké dotazy?
3158640	3160340	Další dotazy žádné dotazy nejsou,
3160340	3162300	takže prosím, podhlasem materiál číslo 12.
3173480	3176560	Pro 30, materiál číslo 12 byl přijat.
3177000	3180340	Materiál číslo 13 je schvální záměru budoucího způsobu provozování
3181040	3183860	budoucího objektu velkého kina.
3184480	3189120	Ta logika, proč ho tady máme, je to, že chceme opravdu veřejně deklarovat
3189120	3194940	a závazně deklarovat zastupitelstvem budoucí způsob provozování,
3195020	3201820	nikoliv seďka náplněl obecně ten způsob, tak, abychom mohli odpočítat DPH
3201820	3205140	v rámci té stavby. Je to víc mě to stejné, co to bylo historicky
3205140	3209140	při stavbě kongresového centra, to znamená, ten systém bude,
3209700	3216140	jenom potvrzujeme ten systém budoucího užívání, abychom všem deklarovali
3216140	3221180	a veřejně deklarovali, že opravdu počítáme s tím, že tento objekt do budoucna
3221180	3226800	bude provozován tak, aby bylo možné odpočítat po stavbě DPH.
3227480	3231480	A poprosím po případu upřesnění náměstka Mirka Chalánka.
3232760	3235500	Děkuji, pane primátore. Já jenom doplním pana primátora.
3236060	3239540	My jsme to dali do toho zastupitelstva právě proto, aby bylo jasné,
3239540	3247320	že co se musí splnit, aby jsme mohli odpočítat DPH v plné výši u velkého kina,
3247460	3253760	protože je to výrazná investice a tak, aby jsme se dostali na 100% odpočet.
3253880	3257200	V zastupitelstvu je to proto, protože ty podmínky musí platit 10 let.
3257880	3265100	Je to závazek na 10 let, že takhle budeme užívat. V případě, že dejme tomu po určité době,
3265100	3269660	v těch deseti letech je to poměrně jedno, kdy čím dřív by nastaly
3269660	3273340	nějaké osvobozené nájmy, tak samozřejmě musí dojít ke korekci
3273340	3277980	jako odpočtu. Takže počítáme s tím, že chceme odpočítat,
3278360	3282360	z toho vychází jako způsob, jak budeme užívat a je to platnost
3282360	3285820	na deset let nebo závazek na deset let, aby to takhle platilo.
3287880	3291340	Dobrý, měska děkuji za to upřesnění, otvírám diskuzi k tomuto bodu.
3291340	3296540	Někdo se do diskuse nehlásí, takže prosím pojďme hosvat materiál číslo 13.
3307980	3311240	Pro 24, materiál číslo 13 byl přijat.
3311240	3316820	Materiál číslo 14 týkající se pozemků s společností Koma Modular.
3318120	3322680	Máme tam změnu z toho důvodu, že při předávání pozemků
3322680	3326620	jsme ani my sami nevěděli o některých sítích, které vedou přes tento pozemek
3326620	3331520	a po zjištění tohoto budoucího investora, ohledně těch sítí, které tam jsou,
3331620	3336640	tak musel přeprojektovávat svůj investorský záměr,
3336640	3340640	takže tím pádem se dostal do nějakých časových skluzů,
3340640	3347740	které nebyly zejména ani tak z jeho strany, ale z důvodu toho, že z pozice majitele pozemku
3347740	3353180	jsme neposkytli přesné informace skrze sítě, které vedou přes tento pozemek.
3353820	3362220	Proto tady máme a ještě řeknu další doplněk, nebo respektive vypořádání se s tímto stavem
3362220	3367800	a jinak všechno by mělo pokračovat tak, jak mají v harmonogramu,
3367800	3373640	to znamená, ten to nové kulturně společenské centrum, pokud nebude nějaký problém
3373640	3379800	s povlovacím procesem, by mělo být otevřeno na přelomu podzimu zimy
3379800	3383680	příštího kalendářního roku. Jsou k tomu dotazy?
3385880	3389760	Nikdo se do diskuze nehlásí, takže prosím, pojďme hlasovat materiál číslo 14.
3397800	3404600	Pro 26, materiál číslo 14 byl přijat.
3405140	3412380	Materiál číslo 15, pýkající se opět majetko právních úkonů a pozemků, jsou k tomu dotazy.
3415240	3418580	Nikdo se do diskuze nehlásí, tak prosím pojďme hlasovat materiál číslo 15.
3427800	3433940	Pro 28, materiál číslo 15 byl přijat.
3434580	3443520	Materiál číslo 16 je prodej budovy včetně pozemků ve východní části areálu svitu z Línskému kraji.
3444080	3448620	1.23. budovu, kde v současné době sídlí technické a inovační centrum.
3449460	3454680	Tuto budovu město Zlín nabilo nákupem od soukromé společnosti historicky,
3454680	3461320	vzhledem k tomu, že kraj plánuje své rozvojové aktivity právě v té východní části areálu,
3461960	3467380	tak kde chce scelit právě i ty nemovitosti, tak vlastně proto jsme dostali v rámci toho
3467380	3474660	i požadavek na odkup 23. budovy a vzhledem k tomu, že za sebe já říkám,
3474800	3479680	že budu jedně rád, pokud ty investice Zdinského kraje v té východní části areálu budou,
3479680	3484180	to znamená, že Zdinský kraje bude investovat na území města Zdína do rozvoje,
3484680	3488520	tak nevidím problému, protože bychom mu ten objekt nemohli prodat
3488520	3491540	a tím mu umožnit právě tady ty jeho plánované investice.
3492400	3493340	Jsou k tomu nějaké dotazy?
3495340	3499260	Nikdo se do diskuze nehlásí, takže prosím pojďme hlasovat materiál číslo 16.
3510260	3513720	Pro 30 materiál číslo 16 byl přijat.
3514560	3517640	Materiál číslo 17 týkající se dalších pozemků,
3517820	3524580	konkrétně pozemků, které jsme tu diskutovali na některé z předchozích zastupitelstv,
3524580	3529980	v mezidobí proběhla jednání jak se zástupci školy, tak se zástupci školské rady,
3531000	3537460	tak vlastně s zájemcem dostalo se k výslednému řešení, které dneska je předložené
3537460	3544300	a bylo přijat to a schváleno s všemi stranami zúčastněnými v té dané diskuzi.
3544900	3546760	Poprosím paní Francovou.
3547840	3551420	Já za ten materiál děkuji, mně to přijde hodně smysluplné
3551420	3555300	a jsem ráda, že tam došlo k nějakému souladu s tím,
3555400	3556780	že se to odkloní od té školy.
3558240	3561400	Chápu, že asi nešlo zabránit investorovi,
3561480	3564080	mě trošku vadí asi ta výška, která tam vznikne,
3564480	3565380	jenom se chci zeptat.
3565900	3570940	Chválím i to, že zatím teda vznikne parkování pro školu, pro ten seniorklub a tak dále,
3570940	3575940	to asi je dobré a řešíme i to, jak bude mít vyřešené parkování ten současný,
3576880	3580420	nebo ten nový majit, nebo ten, co to bude stavět, nechci to tady jmenovat.
3581580	3583880	Bude mít podzemní parkoviště pod oběktem.
3584040	3585720	Bude do toho podzemního parkoviště, jo?
3585780	3589320	Můžu nic jiného nezbývá, protože jinak ten oběkt nepovolí v rámci stavebního řízení.
3589380	3592340	No ale my tady nemáme potom pro něho přijezdovou cestu.
3592960	3596580	On kupuje jenom tu plochu a tu přijezdovou cestu tam bude přijíždět
3596580	3600500	po té cestě, která bude rozšířena a bude najíždět někde z boku.
3600620	3603920	Jako nevidíme tady ty obrázky, tak se jenom na to chci zeptat.
3603920	3607520	To se přiznám, že budeme řešit možná nejspíš s jezdem,
3607920	3611940	standardním s jezdem, ale kam prakticky to už teďka je otázka
3611940	3615900	toho projektování, protože on nám teďka ve výsledku, pokud dostane vlastně vůbec
3615900	3619500	vztah k tomu pozemku, který pokud dneska schválíme,
3619500	3627240	tak znova musí doprojektovat vůbec ten objekt a zjistit si, kde ta případná rampa vlastně bude,
3627520	3634300	v jakého rozměru, ale samozřejmě ten předpoklad je, že by měly být jako přímo kolmoz u ulice Kvítková,
3634880	3639400	aby to nezabránilo se těm dispozicím, které tam má škola.
3641560	3646180	Protože vlastně on tam měl ten kousek, který nám zase zpátky vrací, co jsme moc prodávali,
3646180	3650360	Jestli to chápu, dobře. Na ten sjezd se mu tam prodával kousek té cesty a on nám to teď.
3652000	3655500	Ale nevadí, dobře. Já jenom, jako jsem ráda, že to řeší tím spotkem.
3655780	3660740	Já ještě tak poprosím vedoucího odboru majetku, paní Evou Sákovou, jestli nám řekne k mě,
3660980	3664300	ona u těch průmčech, že jednání byla, tak jestli nám řekne přesnější informace.
